id,text,sentiment
430,"['unable', 'use', 'cat', 'torch.longtensor', 'hello', 'again', 'im', 'trying', 'concatenate', 'two', 'tensor', 'together', 'using', 'applied', 'tensor', 'created', 'numpy', 'array', 'example', 'instead', 'try', 'work', 'wrong', 'cheer', 'alessandro']",0
329,"['spectral', 'norm', 'used', 'rnn', 'cause', 'parameter', 'type', 'mismatch', 'gpu', 'issue', 'description', 'spectral', 'norm', 'used', 'okay', 'used', 'there', 'model', 'network', '.cuda', 'environment', 'pytorch', 'version', 'e.g.', '1.0', '1.1.0', 'python', 'version', '3.6.8', 'cuda', 'cudnn', 'version', 'cuda9.0']",0
693,"['conv2dtranspose', 'need', 'cudnn', 'integration', 'right', 'now', 'conv2d', 'wrapped', 'so']",0
413,"['multiple', 'version', 'dockerfiles', 'fail', 'build', 'pytorch', 'github', 'issue', 'guideline', 'o', 'mac', 'pytorch', 'version', 'master', 'v0.3.1', 'v0.3.0', 'v0.2.0', 'v0.1.12', 'installed', 'pytorch', 'conda', 'pip', 'source', 'python', 'version', 'n', 'cuda', 'cudnn', 'version', 'n', 'gpu', 'model', 'configuration', 'n', 'gcc', 'version', 'if', 'compiling', 'source', 'n', 'version', '0.3.1', 'produce', 'update', 'go', 'v0.3.0', 'update', 'running', 'fails', 'update', 'running', '0.1.12', 'give', 'this', 'similar', 'latest', 'version', 'different', 'package', 'update', 'running', 'give']",0
274,"['feature', 'request', 'truncated', 'normal', 'initializer', 'sampler', 'recent', 'discussion', 'discus', 'truncated', 'normal', 'initializer', 'link', 'http', 'discuss.pytorch.org', 'implementing', 'truncated', 'normal', 'initializer', '4778', '15', 'implemented', 'one', 'own', 'code', 'basically', 'paraphrasing', 'tensorflow', 'code', 'feel', 'like', 'may', 'cause', 'problem', 'feel', 'good', 'add', 'this', 'submit', 'pr', 'tell', 'ok', 'paraphrase', 'alternative']",0
500,"['add', 'user', 'facing', 'function', 'dont', 'expose', 'torch.jit', 'c.function', 'add', 'user', 'facing', 'function', 'dont', 'expose', 'torch.jit', 'c.function', 'detail', 'http', 'github.com', 'pytorch', 'pytorch', 'pull', '22090', 'discussion', 'r296443544']",0
569,"['make', 'possible', 'use', 'mypy', 'typecheck', 'code', 'us', 'pytorch', 'generated', 'type', 'stub', 'module', 'good', 'enough', 'get', 'autocomplete', 'working', 'pycharm', 'however', 'type', 'stub', 'well', 'tested', 'actually', 'know', 'accurately', 'reflecting', 'type', 'function', 'we', 'light', 'testing', 'enough', 'unlikely', 'actually', 'good', 'enough', 'actually', 'use', 'mypy', 'typecheck', 'pytorch', 'using', 'code', 'seems', 'like', 'something', 'people', 'might', 'interested', 'in', 'im', 'creating', 'issue', 'track', 'please', 'emoji', 'something', 'would', 'use', 'cc', 'ezyang', 'gchanan', 'zou3519']",0
214,"['feature', 'request', 'use', 'mkl', 'vml.h', 'exp', 'log', 'vectorization', 'cpu', 'cpuhrsch', '6192', 'disables', 'imprecise', 'vectorized', 'function', 'avx', 'mathfunc.h', 'vml', 'http', 'software.intel.com', 'en', 'u', 'mkl', 'developer', 'reference', 'c', 'vm', 'mathematical', 'function', 'vector', 'math', 'library', 'mkl', 'performance', 'precision', 'promised', 'long', 'installed', 'conda', 'vml', 'used', 'aten', 'mlwoo', 'preparing', 'code', 'previously', 'job', 'got', 'interrupted', 'since', 'hospital', 'lately', 'performance', 'comparison', 'avx', 'mathfunc', 'vml', 'exp', 'though', 'performance', 'improvement', 'much', 'precision', 'guaranteed', 'look', 'ok', 'you', 'continue', 'job', 'mlwoo', 'finish', 'therapy', 'anyway']",0
653,"['unsafe', '.data', 'fbgemm', 'integration', 'http', 'github.com', 'pytorch', 'pytorch', 'blob', '4292d13240e23a4a343b4ccb153214ab11c8d255', 'aten', 'src', 'aten', 'native', 'quantizedlinear.cpp', 'l39', 'l40', 'here', 'e.g.', 'isnt', 'contiguous', 'temporary', 'tensor', 'freed', 'making', 'pointer', 'invalid', 'cc', 'jamesr66a']",0
504,"['.circleci', 'regenerate.sh', 'doesnt', 'work', 'run', 'root', 'directory']",0
687,"['matmul', 'us', 'much', 'memory', 'batched', 'case', 'bug', 'pytorch', 'gpu', 'time', 'reported', 'p100', 'case', 'matmul', 'us', '12', 'gb', 'memory', 'shouldnt', 'use', '3', 'mb', 'i.e', 'using', '4096x', 'memory', 'necessary', 'note', 'equivalent', 'following', 'memory', 'efficient', 'operation', 'b', 'also', 'equivalent', 'following', 'memory', 'efficient', 'faster', 'may', 'require', 'copy', 'output', 'may', 'batched', 'column', 'major', 'without', 'extra', 'work', 'c', 'gpu', 'take', '125', 'm', 'us', '12', 'gb', 'memory', 'b', 'take', '22', 'm', 'c', 'take', '1', 'ms.', 'originally', 'http', 'discuss.pytorch.org', 'unexpected', 'huge', 'memory', 'cost', 'matmul', '41642', '4', 'see', 'also', 'http', 'github.com', 'pytorch', 'pytorch', 'issue', '13222', 'may', 'related', 'believe', 'problem', 'unnecessary', 'contiguous', 'call', 'http', 'github.com', 'pytorch', 'pytorch', 'blob', '15b318de840de61e2e789c013e34d23819715090', 'aten', 'src', 'aten', 'native', 'linearalgebra.cpp', 'l460', 'l461', 'instead', 'using', 'may', 'possible', 'use', 'might', 'achieve', 'performance', 'b']",1
142,"['jit', 'traced', 'script', 'module', 'properly', 'inlined', 'script', 'function']",0
411,"['leaking', 'dataloader', 'met', 'strange', 'memory', 'leak', 'tried', 'implement', 'improved', 'training', 'wasserstein', 'gans', 'getting', 'oom', 'middle', 'second', 'epoch', 'cpu', 'gpu', 'memory', 'usage', 'seems', 'increase', 'batch', 'profiling', 'cpu', 'version', 'point', 'loop', 'dataloader', 'kinda', 'minimal', 'example', 'discussion', 'http', 'discuss.pytorch.org', 'leaking', 'dataloader', '10418', 'found', 'code', 'run', 'fine', 'torch', '0.2.0', '3', 'im', 'using', 'http', 'github.com', 'pytorch', 'pytorch', 'tree', '8ebf18b5b1d57ef16c24366649e720867f394a98', 'built', 'source', 'cuda', '8', 'cudnn7', 'supposed', 'recently', 'introduced', 'bug']",0
68,"['10', 'performance', 'regression', 'cudnn', 'convolution', 'dispatch', 'path', 'pr', 'http', 'github.com', 'pytorch', 'pytorch', 'pull', '3666', 'introduces', '10', 'performance', 'regression', 'cudnn', 'convolution', 'dispatch', 'path', 'single', 'smoking', 'gun', 'need', 'fast', 'old', 'cudnn', 'code', 'wa', 'spent', 'morning', 'trying', 'fix', 'avail', 'remind', 'fix', 'next', 'release', 'cc', 'csarofeen', 'ptrblck']",0
736,"['distributed', 'using', 'gloo', 'multiple', 'node', 'work', 'bug', 'trying', 'run', 'distributed', 'deep', 'learning', 'workload', 'multiple', 'node', 'using', 'gloo', 'unfortunately', 'receive', 'error', 'two', 'node', 'environment', 'two', 'vms', 'vms', '16', 'gb', 'ram', '8', 'core', 'reproduce', 'code', 'similar', 'link', 'http', 'pytorch.org', 'tutorial', 'intermediate', 'dist', 'tuto.html', 'difference', 'initiation', 'phase', 'expected', 'behavior', 'expected', 'behavior', 'seeing', 'error', 'code', 'distributed', 'training', 'process', 'kicking', 'off', 'environment', 'pytorch', 'version', '1.4.0.dev20191122', 'cpu', 'debug', 'build', 'cuda', 'used', 'build', 'pytorch', 'none', 'o', 'ubuntu', '18.04.3', 'lts', 'gcc', 'version', 'ubuntu', '7.4.0', '1ubuntu1', '18.04.1', '7.4.0', 'cmake', 'version', 'could', 'collect', 'python', 'version', '3.6', 'cuda', 'available', 'cuda', 'runtime', 'version', 'cuda', 'gpu', 'model', 'configuration', 'cuda', 'nvidia', 'driver', 'version', 'cuda', 'cudnn', 'version', 'cuda', 'version', 'relevant', 'library', 'pip3', 'numpy', '1.17.4', 'pip3', 'torch', '1.4.0.dev20191122', 'cpu', 'pip3', 'torchvision', '0.5.0.dev20191122', 'cpu', 'conda', 'could', 'collect', 'cc', 'pietern', 'mrshenli', 'pritamdamania87', 'zhaojuanmao', 'satgera', 'rohan', 'varma', 'gqchen', 'aazzolini', 'xush6528']",0
698,"['jit', 'bad', 'error', 'message', 'instantiating', 'script', 'class', 'init']",0
389,"['cudnn', '3d', '1d', 'module', 'added', 'binding', '2d', 'module', 'finish', 'up', 'assigning', 'sam']",0
451,"['everything', 'usr', 'local', 'include', 'copied', 'bug', 'custom', 'location', 'packaging', 'previously', 'set', 'got', 'everything', 'copied', 'custom', 'place', 'happens', 'ubuntu', '18.04', 'centos', '7', 'seems', 'fine', 'build', 'script', 'started', 'see', 'recently', 'build', '2', 'week', 'ago', 'still', 'fine', 'image', 'http', 'user', 'images.githubusercontent.com', '5203025', '69997152', '5ba9d580', '1508', '11ea', '98c2', 'fa155ffc8d4e.png', 'environment', 'pytorch', 'version', 'e.g.', '1.0', 'master', 'o', 'e.g.', 'linux', 'ubuntu', '18.04', 'docker', 'installed', 'pytorch', 'source', 'source', 'build', 'command', 'used', 'if', 'compiling', 'source', 'cmake', 'ninja', 'python', 'version', '3.6.9', 'system', 'default', 'cuda', 'cudnn', 'version', '10.2', 'cc', 'ezyang', 'gchanan', 'zou3519']",0
347,"['c', 'window', 'compile', 'error', 'visual', 'studio2017', 'reference', 'directory', 'pytorch', 'libtorch', 'include', 'torch', 'csrc', 'api', 'include', 'pytorch', 'libtorch', 'include', 'library', 'directory', 'pytorch', 'libtorch', 'lib', '101', 'document', 'rnn.h', 'mistake.have', 'error', 'cast', 'function', 'type', 'illegal', 'pytorch', 'http', 'download.pytorch.org', 'libtorch', 'cu100', 'libtorch', 'win', 'shared', 'deps', 'latest.zip', 'cuda', '10.0', 'windwos', '10', 'visual', 'studio', '2017', 'release', 'x64', 'cl.exe', '14.16.27023', 'think', 'compiler', 'error', 'this', 'window', 'installation', 'tutorial', 'compare', 'difference', 'select', 'compilation', 'environment', 'version']",0
669,"['installation', 'non', 'root', 'access', 'run', 'need', 'root', 'access', 'install', 'final', 'package', 'install', 'user', 'home', 'i', 'mean', 'user', 'package', 'pip']",0
273,"['testsequenceops.test', 'gather', 'padding', 'failing', 'reference', 'input', 'threshold', 'sample', 'http', 'ci.pytorch.org', 'jenkins', 'job', 'caffe2', 'build', 'job', 'py2', 'cuda9.0', 'cudnn7', 'aten', 'ubuntu16.04', 'test', '4954', 'consoletext']",0
630,"['common', 'class', 'linear', 'conv', 'lstm', 'hi', 'class', 'inherit', 'want', 'create', 'general', 'later', 'fill', 'type', 'layer', 'want', 'e.g.', 'capability', 'current', 'api', 'done', 'easily', 'python', 'though', 'need', 'declaration', 'hinders', 'python', 'easiness', 'thanks', 'afshin']",0
301,"['better', 'error', 'message', 'datachanneltcp', 'receive', 'issue', 'description', 'following', 'code', 'produce', 'error', 'tcp', 'distributed', 'backend', 'error', 'bit', 'misleading', 'since', 'size', 'tensor', 'type', 'different', 'think', 'would', 'better', 'give', 'message', 'along', 'line', 'id', 'happy', 'submit', 'pr', 'others', 'agree', 'original', 'message', 'changed']",0
594,"['pytorch', 'function', 'work', 'kera', 'timedistributed', 'kera', 'there', 'timedistributed', 'function', 'http', 'github.com', 'fchollet', 'kera', 'blob', 'master', 'kera', 'layer', 'wrappers.py', 'apply', 'layer', 'temporal', 'slice', 'hope', 'author', 'develop', 'function', 'like', 'that']",0
608,"['dockerfile', 'directory', 'installable', 'file', 'setup.py', 'found', 'using', 'dockerfile', 'error', 'directory', 'installable', 'file', 'setup.py', 'found', 'believe', 'located', 'line', 'pip', 'install', 'v', 'anyone', 'know', 'fix', 'thanks']",0
254,"['feature', 'request', 'onnx', 'export', 'torch.stft', 'conv1d', 'till', 'onnx', 'support', 'stft', 'op', 'far', 'understand', 'time', 'stft', 'isnt', 'natively', 'supported', 'onnx', 'http', 'github.com', 'onnx', 'onnx', 'blob', 'master', 'doc', 'operators.md', 'stft', 'exported', 'conv1d', 'op', 'precomputed', 'windowed', 'fourier', 'basis', 'http', 'github.com', 'nvidia', 'mellotron', 'blob', 'master', 'stft.py', 'useful', 'tracking', 'exporting', 'speech', 'recongition', 'model', 'done', 'pure', 'pytorch', 'version', 'http', 'github.com', 'vadimkantorov', 'convasr', 'blob', 'master', 'models.py', 'l315', 'l334', 'seems', 'work', 'cc', 'houseroad', 'spandantiwari', 'lara', 'hdr', 'bowenbao', 'neginraoof']",0
187,"['quant', 'use', 'qconfig', 'dict', 'graph', 'mode', 'feature', 'extend', 'initial', 'implementation', 'use', 'qconfig', 'dict', 'need', 'scoping', 'support', 'cc', 'zolotukhinm']",0
164,"['link', 'previous', 'version', 'doc', 'master', 'doc', 'http', 'pytorch.org', 'doc', 'master', 'link', 'switch', 'doc', 'dead', 'http', 'pytorch.org', 'doc', '0.2.0', 'old', 'version', 'still', 'available', 'link', 'ok', 'there']",0
287,"['feature', 'request', 'adding', 'nonzero', 'element', 'place', 'sparse', 'tensor', 'first', 'mentioned', 'here', 'turn', 'non', 'existent', 'http', 'github.com', 'pytorch', 'pytorch', 'pull', '6225', 'pullrequestreview', '108887248', 'operation', 'would', 'simply', 'add', 'new', 'index', 'new', 'value', 'sparse', 'tensor', 'cc', 'vincentqb', 'aocsa', 'nikitaved', 'pearu', 'mruberry']",0
377,"['place', 'version', 'where', 'feature', 'way', 'perform', 'functionality', 'place', 'feature', 'would', 'either', 'add', 'method', 'parameter', 'existing', 'both', 'motivation', 'usual', 'reason', 'operation', 'place', 'pitch', 'stated', 'above', 'add', 'method', 'parameter', 'existing', 'alternative', 'one', 'could', 'use', 'place', 'less', 'efficient', 'alternative', 'note', 'method', 'functionality', 'place']",0
705,"['batchnorm2d', 'implementation', 'return', 'different', 'result', 'expected', 'bug', 'per', 'http', 'pytorch.org', 'doc', 'stable', 'nn.html', 'torch.nn.batchnorm2d', 'expect', 'result', 'batchnorm2d', 'x', 'mean', 'scale', 'sqrt', 'var', 'eps', 'bias', 'however', 'case', 'given', 'already', 'loaded', 'batchnorm2d', 'module', 'bn0', 'following', 'environment', 'condapip', 'source', 'pip', 'python', 'version', '3.5', 'cuda', 'cudnn', 'version', '9.2', '7.1.3', 'gpu', 'model', 'configuration', 'relevant', 'information']",0
245,"['tensor', 'nn.module', 'pruning', 'tensor', 'nn.module', 'pruning', 'tensor', 'method', 'util', 'sparsify', 'tensor', 'model', 'according', 'various', 'pruning', 'technique', 'literature', 'motivation', 'state', 'art', 'deep', 'learning', 'technique', 'rely', 'parametrized', 'model', 'hard', 'deploy', 'contrary', 'biological', 'neural', 'network', 'known', 'use', 'efficient', 'sparse', 'connectivity', 'important', 'identify', 'best', 'technique', 'compress', 'model', 'reducing', 'number', 'parameter', 'them', 'order', 'reduce', 'memory', 'battery', 'hardware', 'consumption', 'without', 'sacrificing', 'accuracy', 'deploy', 'lightweight', 'model', 'device', 'guarantee', 'privacy', 'private', 'device', 'computation', 'research', 'front', 'pruning', 'used', 'investigate', 'difference', 'learning', 'dynamic', 'parametrized', 'parametrized', 'network', 'study', 'role', 'lucky', 'sparse', 'subnetworks', 'initialization', 'lottery', 'ticket', '1', 'http', 'arxiv.org', 'ab', '1803.03635', 'destructive', 'neural', 'architecture', 'search', 'technique', 'others', 'goal', 'feature', 'harmonizing', 'pruning', 'practice', 'providing', 'standard', 'interface', 'pytorch', 'target', 'audience', 'researcher', 'engineering', 'product', 'team', 'pitch', 'minimalist', 'api', 'deeper', 'flexibility', 'power', 'user', 'tensor', 'level', 'could', 'look', 'follows', 'place', 'method', 'return', 'type', 'size', 'one', 'act', 'on', 'place', 'pruning', 'supported', 'via', 'model', 'level', 'require', 'bit', 'thinking', 'follow', 'similar', 'api', 'pattern', 'important', 'pruning', 'method', 'make', 'sense', 'parameter', 'model', 'pruning', 'conv', 'kernel', 'pruning', 'bias', 'pruning', 'rnns', 'pruning', 'presence', 'batch', 'norm', 'etc', 'first', 'sensible', 'well', 'documented', 'default', 'behavior', 'average', 'user', 'api', 'call', 'default', 'pruning', 'pytorch', 'prepackaged', 'module', 'such', 'linear', 'conv', 'recurrent', 'layer', 'sensible', 'expected', 'way', 'power', 'user', 'though', 'would', 'probably', 'want', 'prune', 'custom', 'layer', 'prune', 'different', 'layer', 'type', 'layer', 'different', 'depth', 'using', 'different', 'pruning', 'method', 'pruning', 'method', 'parameter', 'could', 'specified', 'via', 'dictionary', 'map', 'parameter', 'name', 'contained', 'pruning', 'method', 'parameter', 'similar', 'tensor', 'operation', 'model', 'level', 'pruning', 'could', 'return', 'copy', 'model', 'act', 'model', 'place', 'pruning', 'method', 'used', 'post', 'training', 'implementation', 'training', 'loop', 'agnostic', 'user', 'take', 'care', 'writing', 'training', 'loop', 'decide', 'prune', 'pruned', 'object', 're', 'initialize', 'retrain', 'finetune', 'etc', 'alternative', 'depending', 'live', 'within', 'codebase', 'could', 'also', 'look', 'like', 'personally', 'would', 'prefer', 'first', 'option', 'kwargs', 'parameter', 'pruning', 'method', 'itself', 'tensor', 'act', 'some', 'pruning', 'method', 'also', 'take', 'data', 'theyre', 'applied', 'last', 'option', 'line', 'how', 'say', 'implemented', 'perhaps', 'module', 'level', 'application', 'following', 'example', 'implementation', 'http', 'pytorch.org', 'doc', 'stable', 'module', 'torch', 'nn', 'utils', 'weight', 'norm.html', 'using', 'hook', 'make', 'pytorch', 'y', 'dont', 'know', 'want', 'sacrifice', 'ability', 'act', 'directly', 'tensor', 'part', 'module', 'would', 'go', 'open', 'suggestion', 'here', 'cc', 'alband', 'mruberry', 'jbschlosser']",0
90,"['performance', 'drop', 'small', 'model', 'trained', 'cpu', '0.3.1', '0.4.', 'issue', 'description', 'updating', 'pytorch', '0.3.1', '0.4', 'yield', 'significant', 'performance', 'drop', 'small', 'feedforward', 'network', 'trained', 'cpu', 'effect', 'happens', 'linux', 'in', 'virtual', 'machine', 'window', 'attached', 'code', 'executed', 'window', '10', 'machine', 'intel', 'i7', '7700hq', 'linux', 'test', 'done', 'virtual', 'machine', 'computer', 'equipped', 'intel', 'i7', '4702mq', 'average', 'runtime', '10', 'repetition', 'linux', '26.141655', 'pytorch', '0.3.1', '32.092158', '0.4', '23', 'increase', 'average', 'runtime', '10', 'repetition', 'window', '12.577887', 'pytorch', '0.3.1', '17.759720', '0.4', '41', 'increase', 'observation', 'time', 'difference', '0.3.1', '0.4', 'seems', 'less', 'constant', 'window', 'linux', 'also', 'profiling', 'suggests', 'dataloader', 'next', 'take', '8', 'instead', '4', 'previously', 'major', 'part', 'increased', 'time', 'weirdly', 'different', 'call', 'script', 'early', 'stopping', 'clause', 'activates', 'sometimes', 'despire', 'setting', 'pytorch', 'seed', 'avoid', 'effect', 'due', 'randomness', 'code', 'example', 'see', 'result', 'data', 'script', 'used', 'pytorchspeedtest.zip', 'http', 'github.com', 'pytorch', 'pytorch', 'file', '2071136', 'pytorchspeedtest.zip', 'system', 'info', 'the', 'collect', 'env', 'yet', 'adapted', 'window', 'therefore', 'information', 'missing', 'using', 'pip', '10.x', 'latest', 'conda', 'pytorch', 'version', '0.4.0', 'debug', 'build', 'cuda', 'used', 'build', 'pytorch', '9.1', 'o', 'microsoft', 'window', '10', 'home', 'gcc', 'version', 'could', 'collect', 'cmake', 'version', 'could', 'collect', 'python', 'version', '3.6', 'cuda', 'available', 'yes', 'cuda', 'runtime', 'version', '9.1.85', 'gpu', 'model', 'configuration', 'could', 'collect', 'nvidia', 'driver', 'version', 'could', 'collect', 'cudnn', 'version', 'could', 'collect', 'version', 'relevant', 'library', 'pip', 'could', 'collect', 'conda', 'could', 'collect', 'pytorch', 'caffe2', 'pytorch', 'installed', 'pytorch', 'conda', 'pip', 'source', 'conda', 'window', '0.3.1.', 'via', 'conda', 'install', 'c', 'peterjc123', 'pytorch', 'cpu', 'o', 'window', '10', 'ubuntu', '16.04', 'pytorch', 'version', '0.3.1', '0.4', 'python', 'version', '3.6', 'bottleneck', 'profiling', '0.4', 'cprofile', '0.3.1']",0
591,"['unable', 'build', 'pytorch', 'source', 'without', 'numpy', 'support', 'issue', 'description', 'far', 'build', 'ci', 'numpy', 'support', 'meaning', 'issue', 'exposed', 'entirety', 'yet', 'tried', 'build', 'pytorch', 'without', 'numpy', 'support', 'wasnt', 'possible', 'first', 'editing', 'made', 'sense', 'accomplish', 'this', 'seems', 'caffe2', 'requires', 'numpy', 'support', 'error', 'got', 'almost', 'building', 'pytorch', 'code', 'example', 'file', 'system', 'info', 'pytorch', 'caffe2', 'pytorch', 'installed', 'pytorch', 'conda', 'pip', 'source', 'source', 'build', 'command', 'used', 'if', 'compiling', 'source', 'o', 'ubuntu', '18.04.1', 'python', 'version', '3.7', 'gcc', 'version', 'if', 'compiling', 'source', '7.3', 'cmake', 'version', '3.11.3', 'version', 'relevant', 'library', 'none']",0
426,"['storage', 'initialized', 'assert', 'failed', 'execute', 'tensor.resize', '1', 'bug', 'execute', 'get', 'run', 'time', 'error', 'message', 'tell', 'report', 'bug', 'valid', 'argument', 'reasonable', 'get', 'error', 'however', 'error', 'message', 'seems', 'suggest', 'error', 'handled', 'properly', 'source', 'code', 'reproduce', 'step', 'reproduce', 'behavior', '1', '2', '3.', 'expected', 'behavior', 'proper', 'error', 'message', 'issued', 'environment', 'pytorch', 'version', 'e.g.', '1.0', '1.0.0', 'o', 'e.g.', 'linux', 'window', '10', 'installed', 'pytorch', 'source', 'pip', 'build', 'command', 'used', 'if', 'compiling', 'source', 'n', 'python', 'version', '3.6.2', 'cuda', 'cudnn', 'version', 'n', 'gpu', 'model', 'configuration', 'n', 'relevant', 'information', 'n']",0
